Datum,SPD,CDU,GRÜNE,AfD,FDP,FW,Sonstige,LINKE
2021-12-13,34.33,21.01,11.86,8.02,10.83,5.96,7.89,NA
2021-12-12,34.38,21.01,11.83,8.02,10.78,5.96,7.87,NA
2021-12-11,34.44,21.01,11.81,8.03,10.73,5.95,7.86,NA
2021-12-10,34.49,21.01,11.79,8.03,10.69,5.95,7.84,NA
2021-12-09,34.55,21.02,11.76,8.03,10.65,5.94,7.82,NA
2021-12-08,34.62,21.04,11.73,8.03,10.61,5.93,7.8,NA
2021-12-07,34.71,21.06,11.69,8.03,10.55,5.91,7.77,NA
2021-12-06,34.81,21.1,11.64,8.03,10.48,5.89,7.74,NA
2021-12-05,34.91,21.14,11.59,8.03,10.4,5.86,7.71,NA
2021-12-04,35.03,21.18,11.53,8.03,10.32,5.84,7.67,NA
2021-12-03,35.14,21.23,11.48,8.02,10.23,5.81,7.64,NA
2021-12-02,35.26,21.27,11.42,8.02,10.14,5.79,7.6,NA
2021-12-01,35.37,21.32,11.37,8.02,10.05,5.76,7.57,NA
2021-11-30,35.48,21.36,11.32,8.01,9.97,5.74,7.54,NA
2021-11-29,35.58,21.4,11.27,8.01,9.89,5.72,7.51,NA
2021-11-28,35.67,21.43,11.22,8.01,9.82,5.7,7.48,NA
2021-11-27,35.74,21.45,11.19,8.01,9.76,5.69,7.45,NA
2021-11-26,35.81,21.47,11.15,8.01,9.7,5.67,7.43,NA
2021-11-25,35.89,21.5,11.12,8.01,9.64,5.66,7.4,NA
2021-10-24,39.08,22.47,9.59,8,6.88,5.07,6.39,3
2021-10-23,39.16,22.5,9.55,8,6.8,5.06,6.36,3
2021-10-22,39.24,22.53,9.51,8,6.73,5.04,6.34,3
2021-10-21,39.32,22.56,9.47,8,6.66,5.03,6.31,3
2021-10-20,39.39,22.59,9.43,8,6.6,5.02,6.28,3
2021-10-19,39.46,22.62,9.39,8,6.54,5.01,6.26,3
2021-10-18,39.53,22.65,9.35,8,6.48,5,6.24,3
2021-10-17,39.59,22.67,9.32,8,6.43,4.99,6.21,3
2021-10-16,39.64,22.7,9.29,8,6.38,4.99,6.19,3
2021-10-15,39.7,22.73,9.25,8,6.33,4.98,6.17,3
2021-10-14,39.74,22.75,9.23,8,6.29,4.98,6.15,3
2021-10-13,39.78,22.78,9.2,8,6.25,4.98,6.13,3
2021-10-12,39.82,22.8,9.17,8,6.21,4.98,6.12,3
2021-10-11,39.84,22.83,9.15,8,6.18,4.98,6.1,3
2021-10-10,39.86,22.85,9.13,8,6.14,4.98,6.09,3
2021-10-09,39.88,22.88,9.11,8,6.11,4.99,6.07,3
2021-10-08,39.89,22.9,9.09,8,6.08,4.99,6.06,3
2021-10-07,39.9,22.92,9.08,8,6.05,5,6.05,3
2021-10-06,39.91,22.95,9.06,8,6.02,5.01,6.04,3
2021-10-05,39.92,22.97,9.04,8,5.98,5.01,6.03,3
2021-10-04,39.92,22.99,9.03,8,5.95,5.02,6.02,3
2021-10-03,39.93,23.02,9.01,8,5.92,5.03,6.01,3
2021-10-02,39.94,23.04,8.99,8,5.9,5.04,6,3
2021-10-01,39.95,23.06,8.98,8,5.89,5.04,5.99,3
2021-09-30,39.96,23.09,8.96,8,5.87,5.05,5.97,3
2021-09-29,39.97,23.11,8.94,8,5.86,5.05,5.96,3
2021-09-28,39.98,23.13,8.93,8,5.86,5.06,5.95,3
2021-09-27,39.98,23.15,8.91,8,5.85,5.07,5.94,3
2021-09-26,39.98,23.17,8.9,8,5.85,5.08,5.93,3
2021-09-25,39.97,23.19,8.89,8,5.84,5.09,5.93,3
2021-09-24,39.96,23.22,8.88,8,5.83,5.1,5.92,3
2021-09-23,39.95,23.24,8.87,8,5.82,5.11,5.91,3
2021-09-22,39.94,23.26,8.86,8,5.81,5.12,5.91,3
2021-09-21,39.93,23.28,8.85,8,5.8,5.13,5.9,3
2021-09-20,39.91,23.3,8.85,8,5.79,5.15,5.9,3
2021-09-19,39.9,23.32,8.84,8,5.78,5.16,5.89,3
2021-09-18,39.89,23.34,8.83,8,5.78,5.17,5.89,3
2021-09-17,39.88,23.36,8.82,8,5.78,5.18,5.88,3
2021-09-16,39.87,23.38,8.81,8,5.77,5.19,5.87,3
2021-09-15,39.86,23.4,8.8,8,5.78,5.2,5.87,3
2021-09-14,39.85,23.41,8.79,8,5.78,5.21,5.86,3
2021-09-13,39.84,23.43,8.79,8,5.78,5.22,5.86,3
2021-09-12,39.83,23.45,8.78,8,5.77,5.23,5.85,3
2021-09-11,39.81,23.47,8.78,8,5.77,5.24,5.85,3
2021-09-10,39.79,23.48,8.77,8,5.77,5.26,5.85,3
2021-09-09,39.77,23.5,8.77,8,5.76,5.27,5.84,3
2021-08-29,39.45,23.67,8.76,8,5.78,5.43,5.84,3
2021-08-28,39.42,23.69,8.76,8,5.78,5.45,5.84,3
2021-08-27,39.38,23.7,8.77,8,5.79,5.47,5.84,3
2021-08-26,39.34,23.71,8.77,8,5.79,5.48,5.85,3
2021-08-25,39.31,23.73,8.77,8,5.8,5.5,5.85,3
2021-08-24,39.27,23.74,8.77,8,5.81,5.52,5.85,3
2021-08-23,39.23,23.76,8.78,8,5.81,5.53,5.85,3
2021-08-22,39.19,23.77,8.78,8,5.82,5.55,5.85,3
2021-08-21,39.15,23.78,8.79,8,5.82,5.57,5.86,3
2021-08-20,39.1,23.79,8.79,8,5.83,5.59,5.86,3
2021-08-19,39.06,23.81,8.8,8,5.83,5.61,5.87,3
2021-08-18,39.01,23.82,8.81,8,5.84,5.62,5.87,3
2021-08-17,38.96,23.83,8.81,8,5.85,5.64,5.88,3
2021-08-16,38.91,23.84,8.82,8,5.85,5.66,5.88,3
2021-08-15,38.86,23.85,8.83,8,5.86,5.68,5.89,3
2021-08-14,38.81,23.86,8.84,8,5.87,5.7,5.89,3
2021-08-13,38.75,23.88,8.85,8,5.88,5.72,5.9,3
2021-08-12,38.7,23.89,8.86,8,5.89,5.75,5.91,3
2021-08-11,38.64,23.9,8.87,8,5.89,5.77,5.91,3
2021-08-10,38.59,23.91,8.88,8,5.9,5.79,5.92,3
2021-08-09,38.53,23.92,8.89,8,5.91,5.81,5.93,3
2021-08-08,38.48,23.93,8.9,8,5.92,5.83,5.93,3
2021-08-07,38.42,23.94,8.91,8,5.93,5.85,5.94,3
2021-08-06,38.36,23.95,8.92,8,5.94,5.87,5.95,3
2021-08-05,38.3,23.96,8.93,8,5.95,5.89,5.96,3
2021-08-04,38.24,23.97,8.95,8,5.96,5.92,5.97,3
2021-08-03,38.17,23.98,8.96,8,5.97,5.94,5.97,3
2021-08-02,38.11,23.99,8.97,8,5.98,5.96,5.98,3
2021-08-01,38.05,24,8.99,8,5.99,5.98,5.99,3
2021-07-31,37.98,24,9,8,6,6.01,6,3
2021-07-30,37.91,24.01,9.02,8,6.01,6.03,6.01,3
2021-07-29,37.85,24.02,9.03,8,6.02,6.06,6.02,3
2021-07-28,37.78,24.03,9.05,8,6.03,6.08,6.03,3
2021-07-27,37.71,24.04,9.07,8,6.04,6.1,6.04,3
2021-07-26,37.64,24.05,9.08,8,6.05,6.13,6.05,3
2021-07-25,37.57,24.05,9.1,8,6.07,6.15,6.07,3
2021-07-24,37.5,24.06,9.11,8,6.08,6.17,6.08,3
2021-07-23,37.43,24.07,9.13,8,6.09,6.2,6.09,3
2021-07-22,37.36,24.07,9.15,8,6.1,6.22,6.1,3
2021-07-21,37.29,24.08,9.17,8,6.11,6.25,6.11,3
2021-07-20,37.22,24.09,9.18,8,6.12,6.27,6.12,3
2021-07-19,37.15,24.09,9.2,8,6.13,6.29,6.13,3
2021-07-18,37.07,24.1,9.22,8,6.14,6.32,6.15,3
2021-07-17,37,24.1,9.24,8,6.15,6.34,6.16,3
2021-07-16,36.92,24.11,9.26,8,6.17,6.37,6.17,3
2021-07-15,36.85,24.12,9.28,8,6.18,6.39,6.18,3
